res_id,rtr_pic_loc
"(6,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210125_236%2F1611540447407tn5ao_JPEG%2FJKcVxe8izsSbOSmi1UkrXAl_.jpg
"(6,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20150901_194%2F1441055038024gDlQu_JPEG%2F106163577377445_0.jpg
"(6,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20210125_86%2F1611540386876EorLd_PNG%2F1q9cS0aZTRsoE8dcbCyv_WLE.png
"(6,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20160707_251%2F14678878136211W396_JPEG%2F176657596658211_39.jpeg
"(7,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190607_250%2F1559901334427tXP1v_JPEG%2FGjru8SCpLNm9AmahyIO2eTWr.jpg
"(7,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20201201_97%2F1606797834131lqmKD_JPEG%2F4qQXVxw8ctqdb0MVDqrNWbCZ.jpg
"(7,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190607_298%2F1559901659125XacgO_PNG%2FNs_Q2pjL5lKzy_jCoivy5Kts.png
"(7,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190607_63%2F1559901659286U2nBX_PNG%2FNLB-e-ZfrbEZ0AFVviC4snY8.png
"(7,)",https://search.pstatic.net/common/?autoRotate=true&type=w278_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20190607_258%2F1559901659335Cb6ED_PNG%2FvKGQye5T0Lp6VeAgGDXHtbGK.png
"(8,)",https://search.pstatic.net/common/?autoRotate=true&type=w560_sharpen&src=https%3A%2F%2Fldb-phinf.pstatic.net%2F20200713_204%2F15946451269512XORF_JPEG%2FGA5MdBk6X3P1b9D4sZdg7wlZ.JPG.jpg
